0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,0.0,0.0,0.0,0.0,1.0538032173532277,1.618737338260078,1.7920082521695346,2.0131802309828166,2.1844589553623943,0.7336169334184742,0.7067363314452849,0.34045262310051577,0.2736611256282153,0.2806723110157601,0.23849526193887052,0.030000000000007354,0.023341240125129212,0.02874261823810198,0.02726872489922572,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.124430282019523,1.3532919363878841,1.8296778635453599,2.029297238635467,2.2844589553624197,0.7336169334184888,0.7879561752863264,0.43985933359070484,0.38415281407053825,0.40168077753940234,0.08175035392079161,0.05200000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.25040859049642,1.8291191112934035,2.016862769752132,2.256508510136825,2.150446246297523,1.0211031567944628,0.8668408286132094,0.5511315577512873,0.515165409926746,0.5514218823075407,0.23849526193888987,0.02390912542432891,0.02943211470080133,0.028742618238107406,0.027268724899226018,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0996778044200046,1.6678264186345209,1.8444743062721431,2.069956829452083,1.9465226565805938,0.8006970665964045,0.6266201051170277,0.2994506168944663,0.2564994144699206,0.2861288760049566,0.0831594667887181,0.08399999999999999,0.08240992116222616,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0948565790779132,1.2187373382601243,1.792008252171605,2.013180230982809,2.28445895536239,1.6155049941725403,0.4726246012951567,0.622852069677148,0.6651167116478073,0.7052149294394637,0.7532927811159683,0.3799999999791409,0.36944107990385594,0.0,2.7755575615628914e-17,0.0,0.0,0.0,5.134781488891349e-15
0.0,0.0,0.0,0.0,0.0,1.0593823483113993,1.298737338260422,1.7920082521682439,2.013180230954162,2.284458955396078,0.8648463558420244,0.6645598796401533,0.7152713017884265,0.683860621783231,0.7244387791781253,0.5384952619852371,0.24999999996435562,0.016334796075933192,0.0,0.0,1.965094753586527e-14,0.0,9.71445146547012e-17,0.0
0.0,0.0,0.0,0.0,0.0,1.18522707802861,1.3583808074235753,1.8585387099408348,2.0468359884787124,2.294318817878836,0.736191025707681,0.4485138485750472,0.4593016602701102,0.11049168844232383,0.12100846652364103,0.0,0.006359324311283492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.2504085904963531,1.5091191112934264,2.016862697861659,2.256508510136174,2.8504462462975284,1.0211032184667568,0.46761922543000783,0.5921849193108276,0.24150428429851037,0.2707492835213526,0.13955817053240377,0.13083787405258346,0.053185376409540755,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.1011393765728625,1.3074182080412158,1.8444743062722422,2.0699568294520714,2.646522651580588,0.8006970665964009,0.45984698642238614,0.417051170317873,0.07872443339989768,0.08074134974425975,0.08315965391553701,0.08400000000000661,0.0,1.567691709104321e-11,7.632783294297951e-17,-4.8693938776814245e-11,3.808064974464287e-14,0.0,1.7763568394002505e-15
0.0,0.0,0.0,0.0,0.0,1.053803217353245,1.2597906998196813,1.7920082521695342,2.013180230982802,2.2844589553623753,1.6155049941725506,0.753509450139915,0.7404526231005072,0.7610028561990101,0.7804997141945111,0.8068153937805751,0.4590533615595873,0.3383877183443533,5.1708637371916666e-14,0.0,3.629735401133871e-14,2.213507155346406e-15,9.057338212770105e-14,1.6653345369377348e-16
0.0,0.0,0.0,0.0,0.0,1.0593823483561533,1.2987373382601217,1.7920075284053718,2.0131802309828273,2.284458955371232,1.1648463608870707,0.6645598650931146,0.7152713017883299,0.41019949872686234,0.4437667493151864,0.0,0.0,0.0,1.0311196341206141e-14,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.3210356551627103,1.5247270709807907,2.054532499239113,2.272625517790471,2.5504462462975463,1.021103218466764,0.4676192254300199,0.6311315577512775,0.13101259585618752,0.14974110476812208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.2503048690880008,1.322381016779689,1.882144035759108,2.086073837101751,2.3465226565813997,0.8006970662017919,0.5021201917911533,0.5164578808079895,0.07872443339989756,0.0,0.0,0.0,2.1094237467877974e-15,0.0,0.0,1.0207112932647533e-14,2.060851489460447e-15,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.1654836435791263,1.2732919363878927,1.8296779816565052,2.0292972384685983,2.2844589553328247,1.6155049941709998,0.4535094501399404,0.8398593335906804,0.8714945446413099,0.9015081807181494,0.9374948499335486,0.5499999999999999,0.3794410780906531,-9.022511743909201e-09,6.250555628639631e-14,3.350463656515146e-11,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.1300094130223686,1.353291936387869,1.829677981656512,2.0292972386361607,2.284458955362397,0.8648463609908893,0.6235065178498711,0.7563246633479196,0.2997078102845411,0.32275828279154073,-2.2472817260365068e-09,2.1788126858268697e-15,8.421041641781812e-14,-1.0288152917516576e-10,1.770111834886734e-14,1.6653345369377348e-15,6.772360450213455e-15,6.547193343031665e-14,-3.193528057436737e-09
0.0,0.0,0.0,0.0,0.0,1.2962831775631707,1.5582081916678598,2.0693288238547503,2.313285108606101,2.612509947515732,1.088183351644693,0.5817832419667132,0.6277301049686943,0.11611486225660132,0.04603435604682759,0.056398516780865195,0.060000000000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.251131522489551,1.470172472853024,2.016862769755721,2.2565085101368303,2.5504462462717963,1.90299127922084,0.466840828613224,0.9511315577512742,1.0025071404626897,1.0512492854862654,1.1096916362921287,0.7307478707575732,0.3786932091502302,1.008915173628111e-14,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.3359877214992764,1.4291191112934323,2.0168627697521515,2.2565085101368436,2.5504462462975326,1.4523326460391772,0.9376162931399447,1.0846041514220446,0.24347607214175962,0.2650858901170689,0.056398516780865215,0.060000000000000026,0.05318537640954072,0.04491141885722347,0.027224698790708747,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.141454097972704,1.267826418634557,1.8444743062721405,2.0699568294520803,2.34652262096442,1.68258512735047,0.22662010511705158,0.6994506168944371,0.7438411450407083,0.7859562791837076,0.83645277342675,0.4540000000000006,0.37944107990385023,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.1052569354228214,1.3478264186345563,1.8444743062721687,2.0699568294521042,2.346522656580591,0.9319264941688463,0.6966171728269691,0.8329232105652216,0.2848100766849534,0.21905153407024136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
